,c_name,c_type,definition,relation,sub_name,link
124,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",is part of,Enterprise Management and Controlling,https://bian.org/servicelandscape-12-0-0/object_25.html?object=147496
125,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Management Manual,https://bian.org/servicelandscape-12-0-0/object_20.html?object=32915
126,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Internal Audit,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34493
127,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,IT Standards And Guidelines,https://bian.org/servicelandscape-12-0-0/object_21.html?object=35425
128,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Regulatory Reporting,https://bian.org/servicelandscape-12-0-0/object_21.html?object=38933
129,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Compliance Reporting,https://bian.org/servicelandscape-12-0-0/object_21.html?object=39304
130,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Guideline Compliance,https://bian.org/servicelandscape-12-0-0/object_22.html?object=41242
131,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Regulatory And Legal Authority,https://bian.org/servicelandscape-12-0-0/object_22.html?object=44219
132,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Credit and Margin Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=44301
133,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Regulatory Compliance,https://bian.org/servicelandscape-12-0-0/object_22.html?object=46420
134,Policy Management,Capability,"Ability to determine, formulate, establish, maintain, comply with, and administer principles, rules and guidelines for action of the organization. ",served by,Corporate Policies,https://bian.org/servicelandscape-12-0-0/object_22.html?object=46480
135,Business Direction to Information Association,Capability,Ability to manage business direcrtion information by utilizing information management capabilities and incorporating other related information. ,is part of,Business Direction Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211327
136,Business Direction to Risk Association,Capability,Ability to manage business direction risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Business Direction Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211327
137,Goal Achievement Determination,Capability,Ability to determine the extent to which goals are achieved. ,is part of,Business Direction Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211332
138,Objective Achievement Determination,Capability,Ability to determine the extent to which objectives are achieved. ,is part of,Business Direction Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211332
139,Mission Development,Capability,Ability to define the bank's core purpose and focus.  ,is part of,Business Direction Formulation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211334
140,Vision Development,Capability,"Ability to create, craft, articulate an aspirational target that describes what the bank will be (will look like, will be perceived as) at a given future point in time. ",is part of,Business Direction Formulation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211334
141,Strategy Development,Capability,"Ability to determine, establish and validate an integrated continuing plan of action (how resources should be allocated) that is intended to advance the business direction. ",is part of,Business Direction Implementation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211342
142,Goal Setting,Capability,NA,is part of,Business Direction Implementation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211342
143,Objective Setting,Capability,NA,is part of,Business Direction Implementation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211342
